title,description,event_type,actor,recipient,actor_id,recipient_id,location,iso3,latitude,longitude,num_sources,date_publish,source_domain,url
Governor Saito cited in criminal complaint over election payment,"KOBE--A criminal complaint was filed against Hyogo Governor Motohiko Saito, accusing him of illegally paying a public relations firm for its work on his campaign in last month’s gubernatorial election.",ACCUSE,Hyogo,,Q130290,,Hyogo,,,,1,2024-12-03 17:49:00,['www.asahi.com'],['https://www.asahi.com/ajw/articles/15534674']
Taiwan launches hotlines to help navigate China travel ‘safety risks’,The hotlines will address concerns over new guidelines from Beijing for supporters of Taiwanese independence. Read more at straitstimes.com.,THREATEN,Beijing,,Q956,,Beijing,CHN,39.9075,116.39723,1,2024-12-03 17:10:00,['www.straitstimes.com'],['https://www.straitstimes.com/asia/se-asia/taiwan-launches-hotlines-to-help-navigate-china-travel-safety-risks']
Republican senators brush aside Pete Hegseth misconduct allegations after meeting him,"Republican senators who met Monday with Pete Hegseth, President-elect Donald Trump’s pick for defense secretary, brushed aside sexual assault and other allegations against him.",CONSULT,Republican,,Q228563,,Pete Hegseth,,,,1,2024-12-03 16:19:30,['www.aol.com'],['https://www.aol.com/wild-childs-republican-senators-brush-042356101.html']
LeT terrorist behind Ganderbal terror attack killed in Dachigam encounter: Police,,ASSAULT,Ganderbal,LeT,Q2308228,Q736955,Ganderbal,,,,1,2024-12-03 16:08:06,['kashmirreader.com'],['https://kashmirreader.com/2024/12/03/let-terrorist-behind-ganderbal-terror-attack-killed-in-dachigam-encounter-police/']
Jaishankar's 3-Pronged Blueprint For Peace As India-China Border Tensions Ease,"External Affairs Minister S Jaishankar laid down three key principles Tuesday for stability along the LAC as India-China ties show signs of improvement., India News News - Times Now",COOPERATE,S Jaishankar,India,Q16186720,Q668,,,,,1,2024-12-03 15:58:38,['www.timesnownews.com'],['https://www.timesnownews.com/india/jaishankars-3-pronged-blueprint-for-peace-as-india-china-border-tensions-ease-article-115931900']
"Man armed with knife fatally shot by Tasmania Police, officer injured",A man who allegedly made threats to the public while armed with a knife in Launceston's CBD has died after ...,ASSAULT,Launceston,,,,Launceston,AUS,-41.43876,147.13467,1,2024-12-03 15:05:36,['www.9news.com.au'],['https://www.9news.com.au/national/man-dies-after-police-shooting-in-launcestons-cbd-in-tasmania/af4e1b66-8f24-4eb1-8e15-6cea37a13873']
"Jihadists, rebel groups, Kurds... Who’s who in the offensive against the Syrian regime","An operation led by HTS, with roots in Al Qaeda, and rebels allied to Turkey have made their move on the Syrian chessboard in the face of the ineffectiveness of the regime and its allies",ASSAULT,Kurds,Syrian,Q12223,,Syrian,,,,1,2024-12-03 13:39:20,['english.elpais.com'],['https://english.elpais.com/international/2024-12-03/jihadists-rebel-groups-kurds-whos-who-in-the-offensive-against-the-syrian-regime.html']
Woman accused of organising procession outside Istana granted permission to go to Batam,Siti Amirah Mohamed Asrori is accused of committing the offence in February. Read more at straitstimes.com.,ACCUSE,Siti Amirah Mohamed Asrori,,,,Siti Amirah Mohamed Asrori,IDN,1.14937,104.02491,1,2024-12-03 13:15:00,['www.straitstimes.com'],['https://www.straitstimes.com/singapore/courts-crime/woman-accused-of-organising-procession-outside-istana-granted-permission-to-go-to-batam']
More than 30 people killed in deadly flooding across Malaysia and southern Thailand,"More than 30 people have been killed in the flooding which was caused by heavy rains in the region in the past week, with communities facing a significant rebuild also preparing for more rain this weekend.",ASSAULT,Malaysia,,Q833,,,,,,1,2024-12-03 13:05:47,['www.abc.net.au'],['https://www.abc.net.au/news/2024-12-04/malaysia-thailand-flooding-kills-30-people/104681112']
My life is under threat - Dele Farotimi raises alarm,"A human rights lawyer, Dele Farotimi has alleged that some powerful Nigerians and legal experts are colluding with the security agencies in the country to",COERCE,Nigerians,,Q16155102,,Nigerians,,,,1,2024-12-03 12:42:23,['dailypost.ng'],['https://dailypost.ng/2024/12/03/my-life-is-under-threat-dele-farotimi-raises-alarm/']
"NATO to step up action against Russian, Chinese ‘sabotage’","Infrastructure in several NATO states has been damaged in recent months, with ‘sabotage’ suspected.",COOPERATE,NATO,Russian,Q7184,,Russian,,,,1,2024-12-03 12:25:42,['www.aljazeera.com'],['https://www.aljazeera.com/news/2024/12/3/nato-to-step-up-action-against-russian-chinese-sabotage']
NBI arrests Marawi vice mayor over 2013 Caloocan murder,Marawi Vice Mayor Anouar Abedin Romuros Abdulrauf is a suspect in the killing that happened during an execution of a search warrant in Caloocan City in 2013,COERCE,Caloocan City,,Q1478,,Marawi,,,,1,2024-12-03 12:15:39,['www.rappler.com'],['https://www.rappler.com/philippines/mindanao/nbi-arrests-marawi-vice-mayor-december-2-2024/']
UK freezes assets of man suspected of New IRA activity,"Britain has used counter-terrorism laws to freeze the assets of a man from Northern Ireland, citing his suspected involvement with ""terrorist activity"" associated with the New Irish Republican Army, a statement said.",RETREAT,UK,New Irish Republican Army,Q145,Q28136809,UK,,,,1,2024-12-03 12:13:42,['www.rte.ie'],['https://www.rte.ie/news/uk/2024/1203/1484450-sheridan-sanctions/']
Irishman faces possible jail time in Dubai for sending 'threatening' emojis,"Quiney drafted multiple legal letters but they were “completely ignored”, according to Detained in Dubai.",COERCE,Irishman,Dubai,,Q612,Dubai,ARE,25.07725,55.30927,1,2024-12-03 12:11:39,['www.thejournal.ie'],['https://www.thejournal.ie/irishman-threatening-emojis-detained-dubai-stuart-quiney-6561629-Dec2024/']
"Iraqi fighters head to Syria to battle rebels but Lebanon's Hezbollah stays out, sources say","Syria's civil war had been frozen since 2020, with Assad in control of most territory and all major cities.",RETREAT,Syria,Assad,Q858,Q720179,Syria,SYR,33.5102,36.29128,1,2024-12-03 12:11:05,['www.japantimes.co.jp'],['https://www.japantimes.co.jp/news/2024/12/03/world/iraqi-fighters-syria-lebanon-hezbollah/']
Should nuclear weapons for Ukraine be on the table?,"The situation in Ukraine is absurd: While Ukraine's missile use is called an escalation, Russia's attacks on civilians are seen as routine.",ASSAULT,Russia,Ukraine,Q159,Q212,Russia,RUS,55.75222,37.61556,1,2024-12-03 12:00:41,['www.japantimes.co.jp'],['https://www.japantimes.co.jp/commentary/2024/12/01/world/ukraine-nuclear-weapons/']
Fighting resumes in eastern Congo despite ceasefire,"Fighting between the Congolese army and the M23 rebel group resumed in eastern Congo in yet another ceasefire violation ahead of potential mediation talks, both groups said. M23 is one of a 100 armed groups that have been vying for a foothold in mineral-rich eastern Congo near the border with Rwanda, in a conflict that has created one of the world’s largest humanitarian crises. Congo and the United Nations accuse Rwanda of backing M23.",MOBILIZE,Congolese,,,,Congolese,RWA,-1.94995,30.05885,1,2024-12-03 11:58:15,['www.aol.com'],['https://www.aol.com/fighting-resumes-eastern-congo-despite-115815725.html']
"Syrian rebels have taken Aleppo, the country’s second biggest city. Here’s who they are","Eight years ago, Syria’s civil war shifted in President Bashar Al-Assad’s favor after a Russian blitzkrieg on Aleppo helped him regain control over the country’s second biggest city.",ASSAULT,Syria,Bashar Al - Assad,Q858,,Syria,SYR,33.5102,36.29128,2,2024-12-03 11:56:05,"['www.aol.com', 'news.sky.com']","['https://www.aol.com/rebel-groups-taken-syria-second-165256564.html', 'https://news.sky.com/story/russian-and-syrian-jets-bomb-aleppo-as-rebels-reportedly-capture-at-least-half-of-city-13263439']"
Ukrainians condemn US call to lower conscription age amid Russia’s war,Rift between allies emerges after Washington suggested teenagers join the war amid Ukrainian demands for more US aid.,REJECT,Ukrainian,US,Q397251,Q30,US,RUS,55.75222,37.61556,1,2024-12-03 11:49:02,['www.aljazeera.com'],['https://www.aljazeera.com/news/2024/12/3/ukraine-conscription-age-row']
Six Nigerians nabbed in Libya for drug trafficking,Libyan authorities have arrested six Nigerians in Tripoli for alleged drug trafficking after they were found with significant quantities of cocaine,COERCE,Libyan,Nigerians,,Q16155102,Tripoli,LBN,34.43352,35.84415,1,2024-12-03 11:41:58,['dailypost.ng'],['https://dailypost.ng/2024/12/03/six-nigerians-nabbed-in-libya-for-drug-trafficking/']
"Hamas, Fatah Agree to Jointly Manage Postwar Gaza Under Palestinian Authority","The Egyptian Proposal Calls for a Committee Subordinate to the Palestinian Authority to Handle Supply and Distribution of Humanitarian Aid, Civic Affairs, Oversight of the Rafah Crossing and Reconstruction in Gaza",MOBILIZE,Egyptian,Palestinian Authority Supply and Distribution of Humanitarian Aid,,,Palestinian Authority Supply and Distribution of Humanitarian Aid,PSE,31.50161,34.46672,1,2024-12-03 11:39:00,['www.haaretz.com'],['https://www.haaretz.com/middle-east-news/palestinians/2024-12-03/ty-article/.premium/hamas-fatah-agree-on-joint-committee-to-administer-the-gaza-strip/00000193-8b93-d3dc-a5bb-8bbb4a2d0000']
"Palestinians say Fatah, Hamas close to post-war Gaza administration plan",Renewed fighting strains Israel-Lebanon ceasefire,CONCEDE,Palestinians,Fatah,Q201190,Q178888,Fatah,PSE,31.50161,34.46672,1,2024-12-03 11:33:30,['www.voanews.com'],['https://www.voanews.com/a/palestinians-say-fatah-hamas-close-to-post-war-gaza-administration-plan-/7885255.html']
"Exclusive-Putin-controlled aircraft deported Ukrainian children, U.S.-backed research alleges","Russian presidential aircraft and funds were used in a program that took children from occupied Ukrainian territories, stripped them of Ukrainian identity and placed them with Russian families, according to a report by Yale's School of Public Health. The U.S. State Department-backed research, published on Tuesday, identified 314 Ukrainian children taken to Russia in the early months of the war in Ukraine as part of what it says was a systematic, Kremlin-funded program to ""Russify"" them. In March",COERCE,Kremlin,,Q133274,,Ukrainian,RUS,55.75222,37.61556,1,2024-12-03 11:33:11,['www.aol.com'],['https://www.aol.com/news/exclusive-putin-controlled-aircraft-deported-113311641.html']
Donald Trump’s term has already begun in Texas,"The Republican state is implementing policies straight out of the president-elect’s playbook and is emerging as a key ally of the incoming federal government, especially for the mass deportation plan",RETREAT,Republican,,Q228563,,Texas,,,,1,2024-12-03 10:52:48,['english.elpais.com'],['https://english.elpais.com/usa/elections/2024-12-03/donald-trumps-term-has-already-begun-in-texas.html']
"'It may take another week or another month, but Jabaliya will fall'","Led by Col. Liron Batito, the Givati Brigade focuses on eliminating Hamas terrorists in northern Gaza with a strategy of rapid raids combined with cautious, deliberate advances; despite killing and capturing over 2,000 terrorists, he says 'there’s still plenty to do'",MOBILIZE,Givati Brigade,Hamas,Q1528778,Q38799,Hamas,PSE,31.50161,34.46672,1,2024-12-03 10:41:45,['www.ynetnews.com'],['https://www.ynetnews.com/article/bjkyulnxyg']
"Will Donald Trump Save Imran Khan, Pakistan's Jailed Ex-prime Minister, to Aid Reshaping the Middle East?","As Violence Flares in Pakistan, Trump Loyalists Are Joining Protests Calling for the Release of Imprisoned ex-PM Imran Khan. For the Incoming U.S. Administration, Khan Could Be a Useful, and Subservient, Auxiliary on China, India – and a Resuscitated 'Plan of the Century' for Middle East Normalization",RETREAT,Imran Khan,,Q155164,,Imran Khan,PAK,33.72148,73.04329,1,2024-12-03 10:29:00,['www.haaretz.com'],['https://www.haaretz.com/us-news/2024-12-03/ty-article-opinion/.premium/will-trump-save-imran-khan-pakistans-jailed-ex-pm-to-aid-reshaping-the-middle-east/00000193-87f1-d273-ab9f-cffb0d5d0000']
Kyiv issues ultimatum on NATO membership,Ukraine is losing hope that the alliance will invite it to join anytime soon.,AGREE,Ukraine,,Q212,,Ukraine,UKR,50.45466,30.5238,1,2024-12-03 10:23:02,['www.politico.eu'],['https://www.politico.eu/article/kyiv-issues-ultimatum-on-nato-membership/']
Swiss Senate approves free trade agreement with India,,REJECT,Swiss Senate,India,,Q668,India,IND,28.63576,77.22445,1,2024-12-03 10:21:13,['www.swissinfo.ch'],['https://www.swissinfo.ch/eng/multinational-companies/council-of-states-approves-free-trade-agreement-with-india/88449702']
China accuses Philippine ships of 'illegally gathering' at disputed reef,This came as the Philippine Coast Guard said a Chinese Navy helicopter had 'harassed' Philippine fishing vessels in Iroquois Reef in the South China Sea.,ACCUSE,China,Philippine,Q148,,Philippine,,,,1,2024-12-03 10:16:43,['www.japantimes.co.jp'],['https://www.japantimes.co.jp/news/2024/12/03/asia-pacific/politics/china-philippines-ships-reef/']
Boyne Bridge disruption 'worse for business' than Covid,The closure of Durham Street to dismantle the Boyne Bridge has caused traffic disruption.,SANCTION,Boyne Bridge,,Q130483850,,Boyne Bridge,,,,1,2024-12-03 10:02:05,['www.bbc.com'],['https://www.bbc.com/news/articles/crrw55qjqwlo']
The return of Trump has Poilievre talking about a crackdown beyond the U.S. border,The Conservative Leader called for a crackdown on people coming to Canada by tightening visa requirements to make it harder to visit and setting a cap on the number of asylum-seekers,REJECT,Conservative,Canada,,Q16,Canada,CAN,45.41117,-75.69812,1,2024-12-03 10:00:00,['www.theglobeandmail.com'],['https://www.theglobeandmail.com/politics/opinion/article-the-return-of-trump-has-poilievre-talking-about-a-crackdown-beyond-the/']
