title,_end_time,_begin,_begin_precision,uid,description,created,last_modified,location,url
2022 Nigeria Ekiti Gubernational Election,2022-06-19T00:00:00+00:00,2022-06-18T00:00:00+00:00,day,calendar.26355.field_ndi_elect_day_date.0@www.ndi.org,Gubernatorial,2024-07-10T13:22:59+00:00,2022-02-10T14:50:57+00:00,Nigeria,https://www.ndi.org/2022-nigeria-ekiti-gubernational-election
Namibia Presidential/Parliamentary Election 2009,2009-11-28T10:00:00-05:00,2009-11-27T10:00:00-05:00,second,calendar.11959.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,Namibia,https://www.ndi.org/node/11959
2020 Belarus Presidential Election,2020-08-10T00:00:00+00:00,2020-08-09T00:00:00+00:00,day,calendar.25535.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2020-05-08T16:44:26+00:00,Eurasia,https://www.ndi.org/2020-belarus-presidential-election
2024 Namibia Legislative Election,2024-11-28T00:00:00+00:00,2024-11-27T00:00:00+00:00,day,calendar.27008.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2024-05-07T19:13:39+00:00,Namibia,https://www.ndi.org/2024-namibia-legislative-election
Guatemala Presidential 2nd Round Election 2011,2011-11-06T09:00:00-05:00,2011-11-06T09:00:00-05:00,second,calendar.12333.field_ndi_elect_day_date.0@www.ndi.org,Presidential Runoff,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Latin America & the Caribbean, Guatemala",https://www.ndi.org/node/12333
Kyrgyzstan Referendum 2010,2010-06-27T08:00:00-04:00,2010-06-27T08:00:00-04:00,second,calendar.11984.field_ndi_elect_day_date.0@www.ndi.org,Referendum,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Eurasia, Kyrgyzstan",https://www.ndi.org/node/11984
Egypt Parliamentary Lower House 2nd Round Election 2010,2010-12-05T10:00:00-05:00,2010-12-05T10:00:00-05:00,second,calendar.12298.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary Runoff,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Egypt",https://www.ndi.org/node/12298
2023 Liberia Presidential Election,2023-11-15T00:00:00+00:00,2023-11-14T00:00:00+00:00,day,calendar.27033.field_ndi_elect_day_date.0@www.ndi.org,Presidential Runoff,2024-07-10T13:23:00+00:00,2023-10-26T15:49:49+00:00,Liberia,https://www.ndi.org/2023-liberia-presidential-election-0
2023 Guinea-Bissau Legislative Election,2023-06-05T00:00:00+00:00,2023-06-04T00:00:00+00:00,day,calendar.26684.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:22:59+00:00,2022-12-21T22:05:22+00:00,Guinea Bissau,https://www.ndi.org/2023-guinea-bissau-legislative-election
Georgia Local Election 2006,2006-10-05T08:00:00-04:00,2006-10-05T08:00:00-04:00,second,calendar.11817.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Eurasia, Georgia",https://www.ndi.org/node/11817
2023 Colombia Regional Elections,2023-10-30T00:00:00+00:00,2023-10-29T00:00:00+00:00,day,calendar.26988.field_ndi_elect_day_date.0@www.ndi.org,Regional,2024-07-10T13:22:59+00:00,2023-09-22T16:24:49+00:00,Colombia,https://www.ndi.org/2023-colombia-regional-elections
Armenia Parliamentary Election 2007,2007-05-12T08:00:00-04:00,2007-05-12T08:00:00-04:00,second,calendar.11842.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Eurasia, Armenia",https://www.ndi.org/node/11842
2019 India General Election,2019-04-12T00:00:00+00:00,2019-04-11T00:00:00+00:00,day,calendar.25358.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2019-03-11T16:43:54+00:00,India,https://www.ndi.org/2019-india-general-election
Jordan Parliamentary Election 2013,2013-01-23T10:00:00-05:00,2013-01-23T10:00:00-05:00,second,calendar.12156.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Jordan",https://www.ndi.org/node/12156
2020 Ukraine Local Elections,2020-10-26T00:00:00+00:00,2020-10-25T00:00:00+00:00,day,calendar.25722.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:22:59+00:00,2020-11-02T15:01:11+00:00,Ukraine,https://www.ndi.org/2020-ukraine-local-elections
Syria Presidential Election 2014,2014-06-03T08:00:00-04:00,2014-06-03T08:00:00-04:00,second,calendar.12181.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Syria",https://www.ndi.org/node/12181
2018 Cuba Legislative and Municipal Elections,2018-04-20T00:00:00+00:00,2018-04-19T00:00:00+00:00,day,calendar.24902.field_ndi_elect_day_date.0@www.ndi.org,"Legislative, Municipal",2024-07-10T13:22:59+00:00,2018-01-23T20:28:28+00:00,Cuba,https://www.ndi.org/2018-cuba-legislative-and-municipal-elections
Namibia Presidential/Parliamentary Election 2004,2004-11-16T10:00:00-05:00,2004-11-15T10:00:00-05:00,second,calendar.11700.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,Namibia,https://www.ndi.org/node/11700
Namibia Regional/Local Election 2010,2010-11-27T10:00:00-05:00,2010-11-27T10:00:00-05:00,second,calendar.12014.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,Namibia,https://www.ndi.org/node/12014
2024 Poland Local Elections,2024-04-08T00:00:00+00:00,2024-04-07T00:00:00+00:00,day,calendar.27185.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:22:59+00:00,2024-04-03T17:54:09+00:00,Poland,https://www.ndi.org/2024-poland-local-elections
2016 Philippines General Election,2016-05-10T00:00:00+00:00,2016-05-09T00:00:00+00:00,day,calendar.12318.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2017-02-09T22:52:29+00:00,"Asia, Philippines",https://www.ndi.org/node/12318
Tajikistan Parliamentary Election 2010,2010-02-28T10:00:00-05:00,2010-02-28T10:00:00-05:00,second,calendar.11969.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Eurasia, Tajikistan",https://www.ndi.org/node/11969
2023 Maldives Presidential Elections,2023-09-10T00:00:00+00:00,2023-09-09T00:00:00+00:00,day,calendar.26704.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2023-02-08T19:51:26+00:00,Maldives,https://www.ndi.org/2023-maldives-presidential-elections
Chile Presidential Runoff 2013,2013-12-15T10:00:00-05:00,2013-12-15T10:00:00-05:00,second,calendar.12343.field_ndi_elect_day_date.0@www.ndi.org,Presidential Runoff,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Latin America & the Caribbean, Chile",https://www.ndi.org/node/12343
Bosnia-Herzegovina General Election 2010,2010-10-03T08:00:00-04:00,2010-10-03T08:00:00-04:00,second,calendar.11994.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Central and Eastern Europe, Bosnia-Herzegovina",https://www.ndi.org/node/11994
Côte d'Ivoire Parliamentary Election 2006,2006-11-01T00:00:00+00:00,2006-10-31T00:00:00+00:00,day,calendar.11827.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-26T21:28:24+00:00,"Sub Saharan Africa, Côte d’Ivoire",https://www.ndi.org/node/11827
2020 Nigeria Ondo State Gubernatorial Election,2020-10-11T00:00:00+00:00,2020-10-10T00:00:00+00:00,day,calendar.25874.field_ndi_elect_day_date.0@www.ndi.org,Gubernatorial,2024-07-10T13:22:59+00:00,2020-09-11T20:06:28+00:00,Nigeria,https://www.ndi.org/2020-nigeria-ondo-state-gubernatorial-election
2024 Mozambique Presidential and Parliamentary Election,2024-10-10T00:00:00+00:00,2024-10-09T00:00:00+00:00,day,calendar.26998.field_ndi_elect_day_date.0@www.ndi.org,Presidential and Parliamentary,2024-07-10T13:22:59+00:00,2023-10-05T16:18:21+00:00,Mozambique,https://www.ndi.org/2024-mozambique-presidential-and-parliamentary-election
Mozambique General Election 2014,2014-10-15T08:00:00-04:00,2014-10-15T08:00:00-04:00,second,calendar.12201.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Mozambique",https://www.ndi.org/node/12201
Guatemala Presidential/Legislative Election 2007,2007-09-09T08:00:00-04:00,2007-09-09T08:00:00-04:00,second,calendar.11852.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Latin America & the Caribbean, Guatemala",https://www.ndi.org/node/11852
Guinea-Bissau General Election 2014,2014-03-17T00:00:00+00:00,2014-03-16T00:00:00+00:00,day,calendar.12166.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2016-10-27T15:24:35+00:00,"Sub Saharan Africa, Guinea Bissau",https://www.ndi.org/node/12166
Lebanon By-Election 2007,2007-08-07T08:00:00-04:00,2007-08-07T08:00:00-04:00,second,calendar.12191.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary By-Election,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Lebanon",https://www.ndi.org/node/12191
2021 Morocco General Elections,2021-09-09T00:00:00+00:00,2021-09-08T00:00:00+00:00,day,calendar.26046.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2021-07-13T20:55:36+00:00,Morocco,https://www.ndi.org/2021-morocco-general-elections
Bosnia-Herzegovina Local Election 2004,2004-10-02T08:00:00-04:00,2004-10-02T08:00:00-04:00,second,calendar.11710.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Central and Eastern Europe, Bosnia-Herzegovina",https://www.ndi.org/node/11710
2018 El Salvador Parliamentary Election,2018-03-05T00:00:00+00:00,2018-03-04T00:00:00+00:00,day,calendar.24877.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2018-01-03T21:21:08+00:00,El Salvador,https://www.ndi.org/2018-el-salvador-parliamentary-election
Chad Parliamentary Election 2010,2011-02-20T10:00:00-05:00,2011-02-20T10:00:00-05:00,second,calendar.12024.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Chad",https://www.ndi.org/node/12024
2017 Armenia Parliamentary Election,2017-04-03T00:00:00+00:00,2017-04-02T00:00:00+00:00,day,calendar.24406.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:23:00+00:00,2017-01-17T17:14:54+00:00,Armenia,https://www.ndi.org/2017-armenia-parliamentary-election
2022 Zimbabwe By-elections,2022-03-27T00:00:00+00:00,2022-03-26T00:00:00+00:00,day,calendar.26375.field_ndi_elect_day_date.0@www.ndi.org,By-Election,2024-07-10T13:22:59+00:00,2022-01-10T18:41:21+00:00,Zimbabwe,https://www.ndi.org/2022-zimbabwe-elections
Colombia Presidential Election 2010,2010-05-30T08:00:00-04:00,2010-05-30T08:00:00-04:00,second,calendar.11979.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Latin America & the Caribbean, Colombia",https://www.ndi.org/node/11979
Liberia Special Senatorial By-Election 2014,2014-12-20T10:00:00-05:00,2014-12-20T10:00:00-05:00,second,calendar.12353.field_ndi_elect_day_date.0@www.ndi.org,Senatorial By-Election,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Liberia",https://www.ndi.org/node/12353
2024 Pakistan General Election,2024-02-09T00:00:00+00:00,2024-02-08T00:00:00+00:00,day,calendar.27053.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2024-01-10T15:16:20+00:00,Pakistan,https://www.ndi.org/2024-pakistan-general-election
Timor-Leste Presidential (First Round) Election 2007,2007-04-09T08:00:00-04:00,2007-04-09T08:00:00-04:00,second,calendar.11837.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Asia, Timor Leste",https://www.ndi.org/node/11837
2017 Burma Assembly By-Election,2017-04-02T00:00:00+00:00,2017-04-01T00:00:00+00:00,day,calendar.24254.field_ndi_elect_day_date.0@www.ndi.org,By-Election,2024-07-10T13:22:59+00:00,2016-12-13T19:17:13+00:00,"Asia, Burma/Myanmar",https://www.ndi.org/burma-assembly-election
Namibia General Election 2014,2014-11-28T10:00:00-05:00,2014-11-28T10:00:00-05:00,second,calendar.12211.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,Namibia,https://www.ndi.org/node/12211
2023 Cambodia General Elections,2023-07-24T00:00:00+00:00,2023-07-23T00:00:00+00:00,day,calendar.26537.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2023-07-18T14:41:10+00:00,Cambodia,https://www.ndi.org/2023-cambodia-general-elections
Rusia Parliamentary Election 2007,2007-12-02T10:00:00-05:00,2007-12-02T10:00:00-05:00,second,calendar.11862.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Eurasia, Russia",https://www.ndi.org/node/11862
2019 Kazakhstan Presidential Elections,2019-06-10T00:00:00+00:00,2019-06-09T00:00:00+00:00,day,calendar.25378.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2019-04-09T15:36:13+00:00,Asia,https://www.ndi.org/2019-kazakhstan-presidential-elections
Panama Presidential Election 2014,2014-05-05T00:00:00+00:00,2014-05-04T00:00:00+00:00,day,calendar.12176.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:23:00+00:00,2016-10-27T15:30:10+00:00,"Latin America & the Caribbean, Panama",https://www.ndi.org/node/12176
Haiti Presidential/Legislative Election 2010,2010-11-29T00:00:00+00:00,2010-11-28T00:00:00+00:00,day,calendar.12009.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:22:59+00:00,2016-10-27T13:20:19+00:00,"Latin America & the Caribbean, Haiti",https://www.ndi.org/node/12009
2023 Taiwan Presidential Election,2024-01-14T00:00:00+00:00,2024-01-13T00:00:00+00:00,day,calendar.26866.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2023-06-01T14:38:11+00:00,Taiwan,https://www.ndi.org/2023-taiwan-presidential-election
Malawi Presidential/Parliamentary Election 2004,2004-05-18T08:00:00-04:00,2004-05-18T08:00:00-04:00,second,calendar.11720.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Malawi",https://www.ndi.org/node/11720
Ecuador Referendum 2011,2011-05-07T08:00:00-04:00,2011-05-07T08:00:00-04:00,second,calendar.12034.field_ndi_elect_day_date.0@www.ndi.org,Referendum,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Ecuador, Latin America & the Caribbean",https://www.ndi.org/node/12034
Iran Parliamentary Election 2012,2012-05-04T08:00:00-04:00,2012-05-04T08:00:00-04:00,second,calendar.12338.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary Runoff,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Iran",https://www.ndi.org/node/12338
2017 Albania Parliamentary Election,2017-06-19T00:00:00+00:00,2017-06-18T00:00:00+00:00,day,calendar.24441.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:23:00+00:00,2017-01-27T16:46:24+00:00,Albania,https://www.ndi.org/2017-albania-parliamentary-election
Rwanda Presidential Election 2010,2010-08-09T08:00:00-04:00,2010-08-09T08:00:00-04:00,second,calendar.11989.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Rwanda, Sub Saharan Africa",https://www.ndi.org/node/11989
2015 Mexico Parliamentary Election,2015-06-08T00:00:00+00:00,2015-06-07T00:00:00+00:00,day,calendar.12363.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2017-02-10T17:11:05+00:00,"Latin America & the Caribbean, Mexico",https://www.ndi.org/node/12363
Jordan Municipal Election 2007,2007-07-31T08:00:00-04:00,2007-07-31T08:00:00-04:00,second,calendar.11847.field_ndi_elect_day_date.0@www.ndi.org,Municipal,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Jordan",https://www.ndi.org/node/11847
Tunisia Presidential Runoff,2014-12-21T10:00:00-05:00,2014-12-21T10:00:00-05:00,second,calendar.12221.field_ndi_elect_day_date.0@www.ndi.org,Presidential Runoff,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Tunisia",https://www.ndi.org/node/12221
2023 Brazil Presidential Election Runoff,2022-10-31T00:00:00+00:00,2022-10-30T00:00:00+00:00,day,calendar.26547.field_ndi_elect_day_date.0@www.ndi.org,Presidential Runoff,2024-07-10T13:22:59+00:00,2022-06-30T17:56:09+00:00,Brazil,https://www.ndi.org/2023-brazil-presidential-election-runoff
Uzbekistan Presidential Election 2007,2007-12-23T10:00:00-05:00,2007-12-23T10:00:00-05:00,second,calendar.11872.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Uzbekistan, Eurasia",https://www.ndi.org/node/11872
Georgia Municipal Election 2014,2014-06-15T08:00:00-04:00,2014-06-15T08:00:00-04:00,second,calendar.12186.field_ndi_elect_day_date.0@www.ndi.org,Municipal,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Eurasia, Georgia",https://www.ndi.org/node/12186
Ukraine Presidential Election 2004,2004-10-31T09:00:00-05:00,2004-10-31T09:00:00-05:00,second,calendar.11705.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Ukraine, Eurasia",https://www.ndi.org/node/11705
Central Africa Republic General Elections 2011,2011-01-24T00:00:00+00:00,2011-01-23T00:00:00+00:00,day,calendar.12019.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2016-10-27T13:21:08+00:00,"Sub Saharan Africa, Central African Republic",https://www.ndi.org/node/12019
2022 Turkmenistan Presidential Election,2022-03-13T00:00:00+00:00,2022-03-12T00:00:00+00:00,day,calendar.26405.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2022-02-12T21:52:56+00:00,Turkmenistan,https://www.ndi.org/2022-turkmenistan-presidential-election
Georgia Parliamentary Election 2004,2004-03-28T10:00:00-05:00,2004-03-28T10:00:00-05:00,second,calendar.11730.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Eurasia, Georgia",https://www.ndi.org/node/11730
Zambia General Election 2011,2011-09-20T08:00:00-04:00,2011-09-20T08:00:00-04:00,second,calendar.12044.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Zambia",https://www.ndi.org/node/12044
Ghana Presidential/Parliamentary Election 2004,2004-12-07T10:00:00-05:00,2004-12-07T10:00:00-05:00,second,calendar.11695.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Ghana",https://www.ndi.org/node/11695
2015 Togo Presidential Election,2015-04-26T00:00:00+00:00,2015-04-25T00:00:00+00:00,day,calendar.12348.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2017-02-10T17:15:15+00:00,"Sub Saharan Africa, Togo",https://www.ndi.org/node/12348
Niger Referendum 2010,2010-10-31T08:00:00-04:00,2010-10-31T08:00:00-04:00,second,calendar.11999.field_ndi_elect_day_date.0@www.ndi.org,Referendum,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Niger",https://www.ndi.org/node/11999
2022 Colombia Legislative Election,2022-03-14T00:00:00+00:00,2022-03-13T00:00:00+00:00,day,calendar.26228.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:22:59+00:00,2021-12-14T20:10:03+00:00,Colombia,https://www.ndi.org/2022-colombia-legislative-election
2021 El Salvador Legislative and Municipal Elections,2021-03-01T00:00:00+00:00,2021-02-28T00:00:00+00:00,day,calendar.25879.field_ndi_elect_day_date.0@www.ndi.org,"Legislative, Municipal",2024-07-10T13:22:59+00:00,2020-09-11T20:35:48+00:00,El Salvador,https://www.ndi.org/2021-el-salvador-legislative-and-municipal-elections
2024 North Macedonia Parliamentary Election,2024-05-09T00:00:00+00:00,2024-05-08T00:00:00+00:00,day,calendar.27073.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2023-12-05T19:12:16+00:00,North Macedonia,https://www.ndi.org/2024-north-macedonia-parliamentary-election
